Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2017,Counts,20,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2017,Counts,3,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,Counts,13,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2017,Counts,4,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2017,Counts,3,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2017,Counts,4,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2017,Counts,105,CTS
AND,Andorra,Europe,Southern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2017,Counts,2,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,Counts,236,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,Counts,0,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,Counts,26,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,Counts,2,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,Counts,14,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,Counts,10,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,Counts,0,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,Counts,3,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2018,Counts,118,CTS
AND,Andorra,Europe,Southern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2018,Counts,0,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,Counts,250,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2019,Counts,0,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,38,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2019,Counts,0,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,Counts,11,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2019,Counts,22,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2019,Counts,5,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2019,Counts,8,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,100,CTS
AND,Andorra,Europe,Southern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2019,Counts,1,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2016,Counts,348,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2016,Counts,73,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2016,Counts,445,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,Counts,312,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,Counts,95,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,Counts,0,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Robbery,Total,Total,2016,Counts,378,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2017,Counts,223,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2017,Counts,67,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,Counts,308,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2017,Counts,95,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2017,Counts,0,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Robbery,Total,Total,2017,Counts,297,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2018,Counts,209,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2018,Counts,77,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,Counts,86,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,Counts,394,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,Counts,0,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Robbery,Total,Total,2018,Counts,310,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2019,Counts,192,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2019,Counts,73,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2019,Counts,56,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,Counts,394,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2019,Counts,0,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2019,Counts,35,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Robbery,Total,Total,2019,Counts,276,CTS
ARE,United Arab Emirates,Asia,Western Asia,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2019,Counts,0,CTS
ARE,United Arab Emirates,Asia,Western Asia,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2019,Counts,0,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2016,Counts,12429,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,Counts,3579,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,Counts,8850,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2016,Counts,142986,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Robbery,Total,Total,2016,Counts,437078,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Robbery,Total,Total,2017,Counts,405309,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2017,Counts,142122,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2017,Counts,273,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2017,Counts,14275,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2017,Counts,3723,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,Counts,10552,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Robbery,Total,Total,2018,Counts,425303,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2018,Counts,135973,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2018,Counts,182,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2018,Counts,16297,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,Counts,12156,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,Counts,4141,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Robbery,Total,Total,2019,Counts,478600,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,Counts,143697,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2019,Counts,130,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,21376,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2019,Counts,5461,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,Counts,15915,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2020,Counts,134113,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2020,Counts,97,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,26563,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,Counts,5613,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,Counts,20950,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2016,Counts,186,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2016,Counts,51,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2016,Counts,118,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,Counts,16,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,Counts,18,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,Counts,84,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Robbery,Total,Total,2016,Counts,308,CTS
ARM,Armenia,Asia,Western Asia,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2016,Counts,0,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2017,Counts,181,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2017,Counts,35,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2017,Counts,102,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2017,Counts,17,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,Counts,18,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2017,Counts,67,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Robbery,Total,Total,2017,Counts,229,CTS
ARM,Armenia,Asia,Western Asia,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2017,Counts,0,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2018,Counts,179,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2018,Counts,55,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2018,Counts,84,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,Counts,20,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,Counts,23,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,Counts,41,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Robbery,Total,Total,2018,Counts,286,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2019,Counts,210,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2019,Counts,43,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,104,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2019,Counts,18,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,Counts,16,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2019,Counts,70,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Robbery,Total,Total,2019,Counts,248,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2016,Counts,5,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2016,Counts,2,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2016,Counts,80,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,Counts,31,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,Counts,23,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,Counts,21,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Robbery,Total,Total,2016,Counts,76,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,Counts,38,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2017,Counts,22,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Robbery,Total,Total,2017,Counts,108,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2017,Counts,7,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2017,Counts,14,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2017,Counts,83,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2017,Counts,23,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2018,Counts,60,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,Counts,24,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,Counts,13,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Robbery,Total,Total,2018,Counts,88,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2018,Counts,8,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2018,Counts,2,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,Counts,23,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,Counts,3,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2019,Counts,5,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,72,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2019,Counts,23,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,Counts,28,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2019,Counts,21,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Robbery,Total,Total,2019,Counts,62,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2020,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2020,Counts,3,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,60,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,Counts,18,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,Counts,27,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2020,Counts,15,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Robbery,Total,Total,2020,Counts,80,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2016,Counts,70986,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2016,Counts,537,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2016,Counts,23040,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,Counts,1688,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Robbery,Total,Total,2016,Counts,9412,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2017,Counts,480,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2017,Counts,25837,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2017,Counts,72964,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2017,Counts,1489,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Robbery,Total,Total,2017,Counts,9592,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2018,Counts,72634,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2018,Counts,444,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2018,Counts,26325,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,Counts,1481,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Robbery,Total,Total,2018,Counts,10120,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2019,Counts,72384,CTS
